Recipe Name,Category,Ingredients,Method,Yield/Notes
"Borracho Salsa","Sauces & Condiments","12 large Tomato
2 large Onion, finely chopped
6 clove Garlic, cloves minced
4 Jalapeno
2 btl Modelo
1 bunch Cilantro, chopped fresh
4 Lime, juice
2 tbsp Cumin Seed
2 tbsp. Chili Powder
Salt And Pepper","Prepare the Tomatoes
1. Half and grill tomatoes until charred.
Cook the Vegetables
2. In a large pot, sauté the chopped onions, garlic, and peppers over medium heat until they soften and become fragrant, about 5-7 minutes.
Combine Ingredients
3. Add the tomatoes to the pot with the cooked onions, garlic, and peppers.
4. Pour in the beer, stirring to incorporate all the ingredients.
Season the Salsa
5. Stir in the cumin, chili powder, salt, black pepper.
6. Let the salsa simmer gently for about 20-30 minutes, stirring occasionally, to allow the flavors to meld and the beer to reduce slightly.
Add Fresh Ingredients
7. Once the salsa has simmered and thickened slightly, remove it from the heat and stir in the chopped cilantro and lime juice.
Cool and Store
8. Allow the salsa to cool before transferring it to storage containers.","N/A"
"Blue Devil Bacon Dip","Appetizers & Sides","16 oz Blue Cheese crumbled
32 oz Cream Cheese softened
16 oz Sour Cream
1 lb Bacon cooked until crispy, then crumbled
4 Garlic, cloves minced
2 tbsp Worcestershire Sauce
1/2 cup Chives Fresh, finely chopped
2 tbsp Lemon, juice
2 tsp Ground Black Pepper Black Pepper:, freshly ground
Salt And Pepper","1. Prepare the bacon: Cook the bacon until crispy. Drain on paper towels and crumble into small pieces. Set aside.
2. Mix the base: In a large mixing bowl, combine the softened cream cheese and sour cream. Use a stand mixer or hand mixer to blend until smooth and creamy.
3. Add blue cheese: Fold in the crumbled blue cheese. You can mix it in thoroughly or leave some chunks for a more textured dip, depending on your preference.
4. Flavor the dip: Add the minced garlic, Worcestershire sauce, lemon juice, and black pepper. Mix until well combined.
5. Incorporate the bacon: Gently fold in the crumbled bacon and half of the chopped chives. Reserve the other half of the chives for garnish.
6. Taste and adjust: Taste the dip and adjust the seasoning with salt if necessary. Depending on the blue cheese and bacon, you may not need much additional salt.
7. Chill and serve: Transfer the dip to a cambro, cover, and refrigerate.","N/A"
"Spinach Lasagna Special","Mains & Entrees","Spinach Dough
2.25 kg Spinach
960 g Egg, whole
6.4 kg Flour 00
360 g Semolina Flour 00
37 g Salt
Béchamel Sauce
552 g Unsalted Butter
552 g All Purpose Flour
6.6 kg Milk whole
276 g Onion, diced
3 g Whole Nutmeg
Salt to taste
Beef Bolognese
9 kg Ground Beef
50 g Whole Nutmeg
100 g Garlic Powder
150 g Onion Powder
50 g Ground Black Pepper
200 g Salt
100 Extra Virgin Olive Oil Corto TRULY, for cooking
2 kg Onion, chopped
1 kg Carrots, chopped carrot
1 kg Celery, chopped
125 g Garlic, chopped
1 kg Tomato Paste
2 kg White Wine
11.8 kg Tomato Jersey
2 kg Heavy Cream
30 g Garlic, grated
75 mL Brandy
125 g Red Wine Vinegar
To Assemble and Serve
Flour 00, for dusting
g Grated Parmesan
Whole Nutmeg for garnish","Spinach Dough
1. Purée spinach and eggs in a Vitamix until smooth.
2. Transfer to a stand mixer with a paddle attachment.
3. Add flours and salt, mix on speed 1 for 18-20 minutes until smooth and elastic.
4. Wrap in plastic and rest at room temperature.
Béchamel Sauce
5. Melt butter in a large pot over medium heat.
6. Add flour, whisk to form a blond roux.
7. Add milk, onion, and nutmeg; simmer for 20 minutes while whisking.
8. Strain through a chinois, season with salt, and cool.
Beef Bolognese
9. Preheat oven to 400°F.
10. Sear ground beef in a large rondeau, strain off fat, and reserve.
11. Season meat with nutmeg, garlic powder, onion powder, black pepper, and 175 g salt. Set aside.
12. In another rondeau, heat oil, sweat onions, carrots, and celery for 8-10 minutes.
13. Add chopped garlic, cook for 2 minutes.
14. Add tomato paste, cook for 6 minutes, stirring constantly.
15. Deglaze with wine, reduce by one third.
16. In two 6-inch hotel pans, combine tomatoes, cream, mirepoix, beef, and remaining 25 g salt.
17. Braise covered for 90 minutes, then stir in grated garlic, brandy, and vinegar.
18. Cool over an ice bath, stirring frequently.
To Assemble and Serve
19. Preheat a wood-fired oven to 750°F.
20. Roll dough to a scant 1/8 inch thickness using a pasta machine.
21. Cut into 5.5-inch by 10-inch rectangles.
22. Blanch lasagna sheets for 1 minute in boiling salted water, shock in ice water, and dry.
23. On a sizzle tray, layer 1 sheet of dough with 1/2 cup Béchamel, 1/2 cup Beef Bolognese, and 2 tbsp parmesan.
24. Top with the second sheet of dough and additional parmesan.
25. Bake in wood-fired oven for 2 minutes, or until cheese melts and edges char.
26. Serve garnished with nutmeg and parmesan.","N/A"
"Soup Du Jour","Soups & Salads","Basil Tomato Soup
5 lb Roma Tomato peeled and chopped
3 oz Olive Oil
2 medium Onion, diced
10 cup Clove Garli minced
8 cup Vegetable Broth
3 oz Tomato Paste
2 cup Heavy Cream
10 tbsp Basil, chopped Fresh
to taste Salt And Pepper
Potato Leek Soup
5 lb Yukon Gold Potato, peeled and diced
3 oz Butter
2 Leeks white parts only, sliced
10 cup Clove Garli minced
8 cup Chicken Stock
2 cup Heavy Cream
to taste Salt And Pepper
5 tbsp Chives, chopped Fresh, for garnish
Onion Soup
8 large Onion thinly sliced
5 oz Butter
5 tbsp Olive Oil
10 cup Garlic, cloves Garli minced
3 tbsp Flour
12 cup Beef Stock
2 cup White Wine Dry
10 sprig Thyme Fresh
3 Bay Leaf Dried Leaves
to taste Salt And Pepper
10 slice Baguette
3 cup Cheese Gruyère grated","Prep for tomato
1. In a large pot, heat olive oil over medium heat. Add onions and garlic, sauté until translucent.
2. Add chopped tomatoes, tomato paste, and vegetable broth. Simmer for 20-30 minutes.
3. Remove from heat and blend until smooth. Return to pot.
4. Stir in heavy cream and fresh basil. Season with salt and pepper.
5. Serve hot, garnished with a drizzle of olive oil and extra basil.
Prep for potato
6. Melt butter in a large pot over medium heat. Add leeks and garlic, cooking until soft.
7. Add diced potatoes and chicken stock. Simmer until potatoes are tender, about 20 minutes.
8. Remove from heat and blend until smooth. Return to pot and stir in heavy cream.
9. Season with salt and pepper. Garnish with fresh chives.
10. Serve warm, with crusty bread.
Prep for onion soup
11. Heat butter and olive oil in a large pot. Add onions and garlic, sauté until caramelized, about 25 minutes.
12. Stir in flour, cooking for 2 minutes to remove raw taste.
13. Deglaze with white wine, scraping the bottom of the pot. Add beef stock, thyme, and bay leaves. Simmer for 30 minutes.
14. Remove thyme and bay leaves. Season with salt and pepper.
15. Ladle soup into bowls, top with a baguette slice, and sprinkle generously with Gruyère. Broil until cheese is melted and bubbly.","N/A"
"Bone Marrow 'old'","Appetizers & Sides","2 Beef Marrow Bones cut lengthwise
1 tsp Kosher Salt
1 Garlic, cloves Garlic minced
1 tsp Thyme, chopped Fresh
1 tsp Olive Oil
to taste Salt And Pepper Sea Salt & Cracked Black Pepper
1 tbsp Fresno Gremolata Gremolata, recipe to follow
1 tbsp Pickled Shallot Pickled, for garnish
Focaccia Crisps, for serving","1. Preheat oven to 500°F.
2. Soak marrow bones in salted water for at least 12 hours to remove impurities, changing the water a few times.
3. Pat bones dry and place cut side up on a baking sheet.
4. Drizzle with olive oil and sprinkle with minced garlic, fresh thyme, sea salt, and cracked black pepper.
5. Roast in the oven for 10 minutes until the marrow is soft and pulls away from the bone.
6. Plate the roasted marrow bones, top with Fresno gremolata, and garnish with pickled shallots.
7. Serve immediately with focaccia crisps.","N/A"
"Fresno Gremolata","Sauces & Condiments","2 qt Spent Chilis From Hot Sauce Chilies, finely diced
2 cup Garlic, cloves Garlic minced
1 ramekin Parsley, chopped Fresh
1 Lemon, zest about 1 lemon
1 Olive Oil
to taste Salt And Pepper","1. In a small bowl, combine spent chilies, minced garlic, chopped parsley, and lemon zest.
2. Drizzle with olive oil and stir to combine.
3. Season with salt and pepper to taste.
4. Let sit for at least 15 minutes to allow the flavors to meld.","N/A"
"Dry Aged Ribeye Old","Mains & Entrees","To prep
1 Beef Ribeye whole Dry-Aged Loin, approximately 12-14 lb
Kosher Salt for seasoning
Ground Black Pepper Freshly, for seasoning
Per order
1 Beef Ribeye Steak, 12 oz
1 tbsp Rendered Beef Fat from the trimmings
Kosher Salt to taste.
Ground Black Pepper Freshly, to taste
2 sprig Thyme Fresh
2 Clove Garlic, without using the word ""clove"" format as requested
1 tbsp Butter","To prep
Butchering
1. Break down the whole loin into individual 12 oz ribeye steaks, trimming excess fat and reserving all trimmings for rendering.
2. Ensure each steak is evenly cut for consistent cooking.
3. Use the fat trim to render beef fat for later use (see below).
Rendering fat
4. Place reserved fat trimmings into a heavy-bottomed pot over low heat.
5. Slowly cook the fat, stirring occasionally, until fully rendered and the solids have browned and crisped (about 1-2 hours).
6. Strain out the solids and save the rendered beef fat in a container for cooking or finishing steaks.
7. Cool and store the fat in the refrigerator or freezer for extended use.
Per order
Preheat
8. Heat a carbon steel panover high heat.
Season
9. Generously season both sides of the ribeye steak with kosher salt and freshly ground black pepper.
Sear
10. Add 1 tbsp of rendered beef fat to the hot skillet.
11. Sear the steak on each side for 2-3 minutes, achieving a deep, golden-brown crust.
Baste
12. Add thyme sprigs, crushed garlic, and butter to the skillet.
13. Tilt the pan slightly and spoon the melted butter, garlic, and thyme over the steak, basting for about 1 minute.
Finishing
Transfer the skillet to the oven if using, and finish cooking until the internal temperature reaches desired doneness
14. 125°F (51°C) for medium-rare (3-5 minutes in the oven)
15. 135°F (57°C) for medium (5-7 minutes in the oven)
Rest
16. Remove the steak from the skillet and let it rest for 5 minutes before slicing.
Plating
17. Serve sliced finish with a touch of rendered fat. Serve over pommes puree and top with green peppercorn sauce.","N/A"
"Robuchon Potatoes 'old'","Appetizers & Sides","10 lb Yukon Gold Potato, peeled and cut into large chunks
5 cup Butter, cubed Cultured and softened
5 cup Heavy Cream warmed
to taste Kosher Salt
to taste White Peppercorns freshly ground","Boil potatoes
1. In a large pot, cover the potatoes with cold water. Add a generous amount of salt to the water.
2. Bring to a boil, reduce to a simmer, and cook until the potatoes are tender, about 20-25 minutes.
Drain and dry
3. Drain the potatoes well, then return them to the pot over low heat.
4. Stir gently for 2-3 minutes to evaporate any excess moisture.
Ricing
5. Pass the potatoes through a fine ricer or food mill into a large bowl.
Mix in butter
6. Gradually add the softened butter, stirring gently until fully incorporated and the mixture is smooth and velvety.
Add cream
7. Slowly pour in the warmed cream while stirring to achieve the desired consistency.
8. Season with kosher salt and freshly ground white pepper to taste.
Hold for service
9. Transfer the mashed potatoes to the deep 1/3 pans in the hotwell, ensuring they stay hot but don't scorch. Stir occasionally to maintain texture.","N/A"
"Green Peppercorn Sauce","Sauces & Condiments","8 can Green Peppercorn drained and liquid reserved
1/2 cup Rendered Beef Fat or butter
8 ea Shallot finely minced
1 bucket Veal Demi Glace
1 qt Heavy Cream
1 btl Brandy
1 cup Whole Grain Mustard
to taste Kosher Salt
to taste Ground Black Pepper Freshly
1 cup Roasted Garlic from dagneses\","1. Drain cans of green peppercorns reserving the liquid. combine peppercorns, shallots, garlic, mustard in a large pot and saute with tallow until tender and fragrant.
2. Deglaze the pot with brandy and cook off the alcohol.
3. Add veal demi and cream, then let simmer 20 minutes, stirring to prevent sticking.
4. Cool the sauce, date the container, and store it in the cooler.","N/A"
"Paprika Chicken Old","Mains & Entrees","For brine
2 gallon Water
1 cup Kosher Salt
1/2 cup Sugar
1/4 cup Smoked Paprika
1/4 cup Sweet Paprika
1/4 cup Lemon, juice about 4 lemons
10 tsp Garlic, minced
4 tbsp Thyme, chopped Fresh
2 tbsp Ground Cumin
2 tbsp Black Peppercorns crushed
For Chicken
20 Chicken Thigh Bone-In skin on
Olive Oil for roasting","Prepare brine
1. In a large pot, combine water, kosher salt, sugar, smoked paprika, sweet paprika, lemon juice, minced garlic, fresh thyme, ground cumin, and crushed black peppercorns.
2. Bring the mixture to a simmer, stirring until the salt and sugar are fully dissolved.
3. Remove from heat and let the brine cool completely.
Brine the chicken
4. Place the chicken thighs in the cooled brine, ensuring they are fully submerged.
5. Refrigerate for 6-8 hours or overnight for maximum flavor.
Par-cook the chicken
6. Preheat the oven to 500°F.
7. Remove the chicken thighs from the brine and pat them dry. Discard the brine.
8. Rub the thighs lightly with olive oil and arrange them on a baking sheet, skin side up.
9. Roast for 25-30 minutes, or until the internal temperature reaches about 150°F (65°C).
10. Remove from the oven and allow to cool.
Finish à la minute
11. When ready to serve, finish the chicken thighs by searing them skin-side down in a hot skillet or under a broiler for 5-7 minutes until the skin is crisp and the internal temperature reaches 165°F (74°C).
12. Alternatively, finish in a hot oven for a few minutes if needed.","N/A"
"Roasted Cippolini Onions Old","Appetizers & Sides","40 Onion, peeled
1/2 cup Olive Oil
1/4 cup Balsamic Vinegar
4 tbsp Thyme, chopped Fresh
to taste Kosher Salt
to taste Ground Black Pepper Freshly
2 tbsp Butter optional, for finishing","Prep onions
1. Preheat oven to 500°F.
2. In a large bowl, toss the peeled cipollini onions with olive oil, balsamic vinegar, fresh thyme, kosher salt, and freshly ground black pepper.
Roast
3. Spread the onions in a single layer on a roasting pan or sheet tray.
4. Roast for 25-30 minutes, tossing halfway through, until the onions are caramelized and tender.","N/A"
"Smoked Paprika Cream Old","Sauces & Condiments","16 cup Heavy Cream 4 quarts
1 cup Smoked Paprika
1/4 cup Sweet Paprika
8 tsp Garlic, minced
1/2 cup Lemon, juice about 4 lemons
to taste Kosher Salt
to taste Ground Black Pepper Freshly
1/2 cup Corn Starch.
1/2 cup Water for slurry
6 oz Chicken Base
4 oz Hot Sauce
4 oz Verjus","Infuse cream
1. In a large saucepan, combine the heavy cream, smoked paprika, sweet paprika, and minced garlic.
2. Bring to a gentle simmer over medium-low heat, stirring occasionally.
Make slurry
3. In a small bowl, whisk together the cornstarch and water to form a slurry.
Thicken the sauce
4. Once the cream is simmering, slowly whisk in the cornstarch slurry.
5. Continue to simmer for 2-3 minutes, stirring constantly, until the sauce thickens to the desired consistency.
Finish
6. Stir in the lemon juice, and season with kosher salt and freshly ground black pepper to taste.
Hold for service
7. Heat the sauce in the morning and keep it in the hotwell, stirring occasionally to maintain smoothness.","N/A"
"Confit Cabbage Old","Appetizers & Sides","4 head Green Cabbage quartered
8 cup Butter, melted
1 cup White Wine
10 tsp Garlic, minced
6 sprig Thyme Fresh
4 Bay Leaf Dried Leaves
to taste Kosher Salt
to taste Ground Black Pepper Freshly","Prepare cabbage
1. Preheat oven to 300°F.
2. Place the quartered cabbage in a deep roasting pan, arranging them in a single layer.
Make confit mixture
3. In a saucepan, combine the melted butter, white wine, minced garlic, thyme sprigs, and bay leaves. Heat gently to infuse the flavors.
Cook cabbage
4. Pour the butter mixture over the cabbage, ensuring it is evenly coated.
5. Season generously with kosher salt and freshly ground black pepper.
6. Cover the roasting pan tightly with foil.
Slow cook
7. Place the pan in the oven and cook for 2-3 hours, or until the cabbage is very tender and caramelized.
Cool for à la minute
8. Remove the cabbage from the pan and let it cool completely.
9. Once cooled, transfer the cabbage to a container and refrigerate.
Finishing à la minute
10. When ready to serve, sear or roast the cabbage in a hot pan or oven until warmed through and slightly browned on the edges.
11. Baste with the reserved butter juices from cooking, or add fresh butter for extra richness.
12. Serve hot as a side dish or garnish.","N/A"
"Mushroom Ragu","Mains & Entrees","5 lb Mushrooms Mixed cleaned and diced, e.g., King Trumpet, Cremini, Shiitake
1/2 cup Olive Oil
10 tsp Garlic, minced
2 cup Shallot finely diced
1 cup White Wine Dry
4 cup Vegetable Stock
1/4 cup Thyme, chopped Fresh
1/4 cup Parsley, chopped Fresh
to taste Kosher Salt
to taste Ground Black Pepper Freshly","Sauté mushrooms
1. In a large sauté pan, heat olive oil over medium-high heat.
2. Add the diced mushrooms in batches, ensuring they cook in an even layer without overcrowding.
3. Sauté until the mushrooms are golden brown and have released most of their moisture. Set aside each batch as they finish.
Cook aromatics
4. In the same pan, reduce heat to medium. Add the minced garlic and diced shallots, cooking until softened and fragrant, about 3-4 minutes.
Deglaze with wine
5. Pour in the white wine and deglaze the pan, scraping up any browned bits from the bottom. Cook until the wine has reduced by half.
Simmer with stock
6. Return the sautéed mushrooms to the pan.
7. Add the vegetable stock, fresh thyme, and parsley.
8. Simmer for 10-15 minutes, reducing the liquid until it forms a concentrated base.
Season
9. Season with kosher salt and freshly ground black pepper to taste.
10. Cool and store the mushroom base for later use.
Prepare the King Trumpet mushrooms
11. Heat a sauté pan over medium-high heat with a small amount of oil.
12. Sear the king trumpet mushrooms (hatch scored if desired for texture) on both sides until golden brown and slightly crispy.
13. Season with kosher salt and freshly ground black pepper.
Heat the mushroom ragu
14. In the same pan, add 1 cup of mushroom ragu base (prepped earlier) with 1/2 cup of pomodoro sauce.
15. Simmer for 5-7 minutes, allowing the ragu to come together. Adjust seasoning if necessary.
Fry the egg
16. On the flat top grill or in a small pan, fry an egg to sunny-side up. Ensure the yolk remains runny for the rich texture it adds to the dish.
Plate the dish
17. Spoon a generous amount of mascarpone polenta onto the plate as the base.
18. Place the seared king trumpet mushrooms on top of the polenta.
19. Ladle the wild mushroom ragu over the mushrooms.
Garnish
20. Top with the fried egg.
21. Add pickled shallots for acidity and balance.
22. Grate Piave cheese generously over the top.
23. Microgreens.","N/A"
"Mascarpone Polenta Old","Appetizers & Sides","8 cup Water
2 cup Polenta coarse-ground cornmeal
2 cup Heavy Cream
1 cup Mascarpone Cheese
1/2 cup Grated Parmesan Parmesan Cheese, grated
4 tbsp Butter
to taste Kosher Salt
to taste Ground Black Pepper Freshly","Boil water
1. In a large saucepan, bring 8 cups of water to a boil.
2. Add a generous pinch of kosher salt.
Add polenta
3. Gradually whisk in the polenta to avoid clumping.
4. Reduce the heat to low and cook, stirring frequently, for 30-40 minutes until thickened and creamy.
Incorporate cream and mascarpone
5. Stir in the heavy cream and continue cooking for an additional 5-10 minutes.
6. Remove from heat and fold in the mascarpone cheese, grated Parmesan, and butter until fully incorporated and smooth.
Season
7. Season to taste with additional kosher salt and freshly ground black pepper.
Serve
8. Serve hot as a base for the mushroom ragu or other dishes.","N/A"
"Squash Puree Old","Appetizers & Sides","4 lb Acorn Squash, peeled and seeded diced
1/2 cup Olive Oil
10 tsp Garlic, minced
1 cup Vegetable Stock
1/4 cup Heavy Cream
to taste Kosher Salt
to taste Ground Black Pepper Freshly
1/4 tsp Whole Nutmeg, grated","Roast squash
1. Preheat oven to 400°F (204°C).
2. Toss the cubed butternut squash with olive oil, minced garlic, kosher salt, and black pepper.
3. Spread the squash on a baking sheet in a single layer and roast for 25-30 minutes, until tender and lightly caramelized.
Blend
4. Transfer the roasted squash to a blender or food processor.
5. Add the vegetable stock and blend until smooth and creamy.
6. If desired, add heavy cream for a richer texture.
Adjust seasoning
7. Taste and adjust seasoning with additional kosher salt, black pepper, and a pinch of nutmeg if using.
Store or use
8. Cool the purée and refrigerate until needed, or use immediately in risotto or as a sauce for gnocchi.","N/A"
"Pickled Apple Relish Old","Sauces & Condiments","6 Apples peeled, cored, and finely diced, Granny Smith or Honeycrisp
1 1/2 cup Cider Vinegar Apple
1 cup Water
1/2 cup Sugar
1 tbsp Kosher Salt
4 tsp Mustard Seed
2 tsp Black Peppercorns Whole
4 Bay Leaf Dried Leaves
1 Cinnamon Stick","Prepare pickling liquid
1. In a medium saucepan, combine apple cider vinegar, water, sugar, kosher salt, mustard seeds, black peppercorns, bay leaves, and the cinnamon stick.
2. Bring the mixture to a simmer, stirring to dissolve the sugar and salt.
Add apples
3. Add the finely diced apples to the simmering pickling liquid.
4. Simmer gently for 5-7 minutes, until the apples are slightly softened but still hold their shape.
Cool and store
5. Remove from heat and allow the relish to cool to room temperature.
6. Transfer the mixture (with the pickling liquid) to a clean container and refrigerate.","N/A"
"Caramelized Pear","Desserts","8 Pears peeled, cored, and quartered, Bosc or Anjou
1/2 cup Unsalted Butter
1/2 cup Brown Sugar
1/4 cup Honey
2 tbsp Lemon, juice
1 tsp Ground Cinnamon optional
pinch Kosher Salt","Prepare pears
1. Heat the butter in a large sauté pan over medium heat until melted.
2. Add the quartered pears, and cook until they begin to soften, about 3-4 minutes.
Caramelize
3. Sprinkle the brown sugar over the pears and stir gently to coat.
4. Add honey, lemon juice, and cinnamon (if using).
5. Continue to cook, stirring occasionally, until the pears are tender and the sugar mixture has caramelized and thickened, about 8-10 minutes.
Finish
6. Season with a pinch of kosher salt.
7. Remove from heat and allow to cool.","N/A"
"Beurre Noisette","Sauces & Condiments","4 cup Butter, cubed
to taste Kosher Salt","Melt butter
1. In a large saucepan, melt the butter over medium heat.
2. Stir or swirl the pan occasionally as the butter foams.
Brown the butter
3. Continue cooking the butter until the milk solids begin to brown and the butter turns a golden-brown color with a nutty aroma. Watch closely to avoid over-browning.
4. Once browned, immediately remove from heat.
Strain and cool
5. Strain the brown butter through a fine-mesh sieve or cheesecloth to remove the browned milk solids.
6. Allow the butter to cool, then transfer it to a container for storage.
Store for service
7. Store the strained brown butter at room temperature for daily use or refrigerate for longer storage.","N/A"
"Gin And Tonic Marinade/Dredge Old","Sauces & Condiments","6 cup Buttermilk
1 cup Gin
1 cup Tonic Water
1/4 cup Lime, juice about 4 limes
1/4 cup Lemon, juice about 2 lemons
10 tsp Garlic, minced
2 tbsp Juniper Berries crushed, optional: steep and strain
2 tbsp Thyme, chopped Fresh, optional: steep and strain
1 tbsp Black Peppercorns crushed, optional: steep and strain
2 tbsp Kosher Salt
For dredge:
4 cup All Purpose Flour
1/2 cup Corn Starch for extra crispiness
2 tbsp Smoked Paprika
1 tbsp Garlic Powder
1 tbsp Onion Powder
1 tbsp Kosher Salt
2 tsp Ground Black Pepper
2 tsp Cayenne Pepper, optional, for heat
1 tsp Dried Thyme
1 tsp Dried Oregano","Infuse liquids
1. In a small saucepan, combine gin, tonic water, lime juice, lemon juice, juniper berries, thyme, and black peppercorns.
2. Bring to a gentle simmer for 5-10 minutes to infuse the flavors.
3. Strain the mixture through a fine mesh sieve to remove all solids.
Combine with buttermilk
4. In a large mixing bowl, combine the infused liquid with buttermilk, garlic, and kosher salt.
5. Whisk to combine into a smooth marinade.
Marinate
6. Submerge chicken breasts in the marinade, ensuring they are fully covered.
7. Cover and refrigerate for at least 4-6 hours, or overnight for optimal flavor and tenderness.
Remove and cook
8. Remove chicken breasts from the marinade, pat dry, and proceed with dredging and frying.","N/A"
"Tarragon Vinegar 'old'","Sauces & Condiments","2 cup White Wine Vinegar
1 cup Tarragon, leaves Fresh lightly bruised
2 tsp Black Peppercorns crushed, optional","1. Lightly bruise the fresh tarragon leaves to release their oils by gently pressing them with the back of a knife or a rolling pin.
2. In a clean, sterilized jar, combine the white wine vinegar, bruised tarragon leaves, and crushed black peppercorns (if using).
3. Seal the jar tightly and let it sit in a cool, dark place for 1-2 weeks to infuse, shaking the jar occasionally to mix.
4. After the infusion period, strain out the tarragon leaves and peppercorns using a fine-mesh sieve or cheesecloth.
5. Transfer the tarragon-infused vinegar to a clean bottle for storage.
6. Store in a cool, dark place or in the refrigerator. The vinegar will continue to develop flavor over time.",""
"Tarragon Slaw","Soups & Salads","1 medium Green Cabbage finely shredded
1 medium Red Cabbage finely shredded
2 Carrots, peeled and julienned
1/2 Red Onion thinly sliced
1/4 cup Tarragon Vinegar
1/4 cup Olive Oil
2 tbsp Honey
2 tsp Dijon Mustard
to taste Kosher Salt
to taste Ground Black Pepper Freshly
2 tbsp Tarragon Fresh chopped","1. In a small mixing bowl, whisk together the tarragon vinegar, olive oil, honey, Dijon mustard, kosher salt, and freshly ground black pepper until well combined.
2. In a large bowl, combine the shredded green cabbage, red cabbage, julienned carrots, and thinly sliced red onion.
3. Pour the dressing over the vegetables and toss to coat evenly.
4. Let the slaw sit for at least 30 minutes in the refrigerator to allow the flavors to meld.
5. Just before serving, sprinkle the chopped fresh tarragon over the slaw for extra flavor.",""
"Heirloom Carrots","Appetizers & Sides","5 lb Carrots Small Multicolored Heirloom with stems cleaned
1/4 cup Olive Oil
3 tbsp Honey
2 tsp Ground Cumin
2 tsp Ground Coriander
to taste Kosher Salt
to taste Ground Black Pepper Freshly
2 tbsp Herb Mix","1. Preheat oven to 350°F (175°C).
2. In a large mixing bowl, toss the whole heirloom carrots with olive oil, honey, ground cumin, ground coriander, kosher salt, and freshly ground black pepper.
3. Ensure the carrots are evenly coated.
4. Spread the carrots in a single layer on a baking sheet.
5. Roast for 15-20 minutes, or until the carrots are just tender but still firm enough to hold their shape.
6. Remove from the oven and allow the carrots to cool.
7. Once cooled, transfer the carrots to a container and refrigerate until service.
8. When ready to serve, reheat the carrots by searing them in a hot pan with a bit of olive oil or butter until they are fully warmed through and slightly caramelized.
9. Garnish with fresh parsley and serve hot.",""
"Citrus Hot Honey","Sauces & Condiments","4 cup Honey
2 tbsp Lemon, zest about 2 lemons
2 tbsp Orange about 2 oranges
4 Fresno Peppers Chilies, sliced, depending on desired heat level
2 tbsp Cider Vinegar Apple
1 tsp Kosher Salt","1. In a medium saucepan, combine the honey, lemon zest, orange zest, sliced Fresno chilies, and apple cider vinegar.
2. Heat over low heat for 10-15 minutes, stirring occasionally, until the honey is infused with the citrus and chili flavors. Do not let the honey boil.
3. Remove the honey from the heat and let it cool slightly.
4. Strain out the citrus zest and chili slices using a fine mesh sieve or cheesecloth, leaving a smooth, flavored honey.
5. Stir in the kosher salt to balance the sweetness.
6. Transfer the citrus hot honey to a clean container.",""
"Broccoli Rabe Old","Appetizers & Sides","5 lb Broccoli Rabe trimmed
1/4 cup Olive Oil
8 tsp Garlic, minced
1/2 tsp Red Pepper Flakes optional
1 Lemon, juice
to taste Kosher Salt
to taste Ground Black Pepper Freshly","1. Bring a large pot of salted water to a boil.
2. Blanch the broccoli rabe for 2-3 minutes until bright green and tender.
3. Immediately transfer to an ice bath to stop cooking. Drain and pat dry.
4. Cool the blanched broccoli rabe and store it in the refrigerator until ready to finish à la minute.
5. Heat olive oil in a sauté pan over medium heat.
6. Add minced garlic and red pepper flakes (if using), and sauté until fragrant, about 30 seconds.
7. Add the blanched broccoli rabe to the pan and sauté for 2-3 minutes, tossing to coat in the garlic and oil.
8. Squeeze fresh lemon juice over the broccoli rabe and season with kosher salt and freshly ground black pepper.
9. Serve hot as a side or a component of another dish.",""
"Olive Crumb","Prep & Pantry","1 lb Castelvetrano Olives pitted and finely chopped
2 cup Breadcrumbs Fresh
1/4 cup Olive Oil
2 tsp Garlic, minced
2 tbsp Parsley, chopped Fresh
1 tsp Lemon, zest
to taste Kosher Salt
to taste Ground Black Pepper Freshly","1. Heat olive oil in a large sauté pan over medium heat.
2. Add the breadcrumbs and toast, stirring frequently, until golden brown and crisp, about 5-7 minutes.
3. Remove from the pan and set aside.
4. In the same pan, add the minced garlic and chopped Castelvetrano olives.
5. Sauté for 1-2 minutes, until the garlic is fragrant and the olives are warmed through.
6. Remove from heat and combine the toasted breadcrumbs with the sautéed olives, garlic, lemon zest, and fresh parsley.
7. Season with kosher salt and freshly ground black pepper to taste.
8. Let the scrod crumb cool completely, then store in an airtight container until ready to use.",""
"Pomegranate And Black Garlic Glaze Old","Sauces & Condiments","2 cup Pomegranate Juice
1/2 cup Pomegranate Molasses
6 clove Black Garlic mashed into a paste
2 tbsp Honey
2 tbsp Balsamic Vinegar
1 tsp Kosher Salt
to taste Ground Black Pepper Freshly","1. In a medium saucepan, combine the pomegranate juice, pomegranate molasses, and honey.
2. Bring to a simmer over medium heat, stirring occasionally.
3. Once the mixture begins to reduce, whisk in the black garlic paste until fully incorporated.
4. Continue simmering until the glaze reduces by half and thickens to a syrupy consistency, about 15-20 minutes.
5. Stir in the balsamic vinegar, kosher salt, and freshly ground black pepper.
6. Simmer for another 2-3 minutes, then remove from heat.
7. Let the glaze cool completely, then transfer to a container for storage.",""
